Amount,Date,Manufacturer,Material,Recycled %,SOURCE,Subcontractor,Supplier,Unit
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Glassolutions ,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
338,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Glassolutions ,Miles
244,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Brola ,Miles
55.4,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Nvelope ,Miles
338,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Glassolutions ,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
244,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Brola ,Miles
260,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
260,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
260,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
260,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Metalline ,Miles
338,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Glassoltuions ,Miles
338,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Glassolutions ,Miles
3.4,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,GLASS SOLUTIONS ,Miles
338,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Glassolutions ,Miles
260,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,,Miles
276,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,,Miles
103,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,GGR ,Miles
332,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,shewin ,Miles
17,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Nationwide ,Miles
3.4,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 0 Percent ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Speedy ,Miles
41.8,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 44 Percent (Avg) ) // (Materials),NA,Transport,GLASS SOLUTIONS ,nationwide platforms ,Miles
36.4,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 44 Percent (Avg) ) // (Materials),NA,Transport,GLASS SOLUTIONS ,nationwide platforms ,Miles
36.4,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 44 Percent (Avg) ) // (Materials),NA,Transport,GLASS SOLUTIONS ,NATIONWIDE PLATFFORMS ,Miles
45.8,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 44 Percent (Avg) ) // (Materials),NA,Transport,GLASS SOLUTIONS ,Nationwide Platforms ,Miles
43.2,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 44 Percent (Avg) ) // (Materials),NA,Transport,GLASS SOLUTIONS ,AFI ,Miles
36.4,NA,NA,(CO2 Class) // (Waste/Materials)(Artic (>3.5-33.0t) - Laden: 44 Percent (Avg) ) // (Materials),NA,Transport,GLASS SOLUTIONS ,nationwide platforms ,Miles
